user_id,signup_date,cohort_month,last_activity_date,days_since_signup,days_since_last_activity,sessions_7d,sessions_30d,onboarding_completed,first_purchase_done,purchase_count_90d,gmv_90d_rub,aov_rub,refund_rate_90d,promo_share_90d,price_sensitivity,category_affinity_top,loyalty_level,has_subscription,preferred_channel,push_opt_in,email_opt_in,sms_opt_in,push_open_rate_90d,email_open_rate_90d,click_rate_90d,send_time_pref,device,city_tier,support_tickets_90d,nps_last,churn_risk,ltv_proxy,push_sent_30d,email_sent_30d,inapp_shown_30d,channel_fatigue_score,last_campaign_type,days_since_last_campaign,crm_conversions_90d,true_value_tier,true_lifecycle_stage,true_price_segment,true_segment_label,true_recommended_channel,true_next_goal,product_views_7d,product_views_30d,add_to_cart_30d,wishlist_items,last_view_category,days_since_last_cart_add,abandoned_cart_flag,cart_value_rub,true_trigger_event,true_nba_action
u000011,2025-11-28,2025-11,2025-12-20,35,13,0,2,0,0,0,0,2156,0.039,0.284,0.349,Продукты,,0,push,1,0,0,0.236,0.032,0.024,день,Android,3,0,9,0.753,0,9,1,5,0.573,сервис/поддержка,39,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,22,0,0,Детские,,1,928,abandoned_cart,cart_recovery
u000012,2025-03-30,2025-03,2025-12-07,278,26,4,4,1,0,0,0,2525,0.218,0.283,0.488,Авто,Gold,1,push,1,1,0,0.169,0.347,0.072,утро,Android,2,1,4,0.827,0,4,1,2,0.34,реактивация,35,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,18,30,3,0,Авто,9.0,1,3551,abandoned_cart,cart_recovery
u000013,2025-04-11,2025-04,2025-12-25,266,8,3,4,1,1,2,6416,3097,0.032,0.191,0.262,Продукты,Platinum,1,push,1,0,0,0.373,0.025,0.055,день,iOS,3,0,4,0.497,8116,10,0,5,0.521,удержание,4,0,VIP,Active_Buyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,3,28,0,0,Продукты,,0,0,none,apology_help
u000014,2025-12-27,2025-12,2025-12-30,6,3,0,6,0,0,0,0,2883,0.063,0.238,0.387,Красота,,0,push,1,0,1,0.479,0.019,0.039,день,Android,1,0,4,0.6,0,2,3,7,0.431,промо,14,0,High,New_Unactivated,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,3,25,1,0,Красота,19.0,1,1092,abandoned_cart,cart_recovery
u000015,2025-06-02,2025-06,2025-11-24,214,39,0,8,1,0,0,0,1213,0.053,0.288,0.537,Электроника,,0,push,1,1,0,0.228,0.125,0.012,вечер,iOS,2,0,7,0.865,0,12,4,4,0.622,промо,3,1,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,22,0,1,Электроника,,1,603,abandoned_cart,cart_recovery
u000016,2025-05-12,2025-05,2025-12-17,235,16,0,3,1,0,0,0,2074,0.008,0.235,0.324,Красота,Gold,0,push,1,1,0,0.228,0.133,0.033,день,Android,2,0,10,0.761,0,5,2,4,0.469,активация,14,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,29,1,0,Красота,18.0,0,1610,none,winback
u000017,2025-05-31,2025-05,2025-11-21,216,42,0,1,1,0,0,0,1887,0.029,0.667,0.78,Одежда,Gold,1,inapp,1,1,1,0.0,0.0,0.011,вечер,Android,3,1,4,1.0,0,2,4,6,0.63,сервис/поддержка,9,0,High,Active_NonBuyer,Promo_Hunter,Service_Recovery,email,сервис/поддержка,0,0,0,0,Финансы,,0,0,none,apology_help
u000018,2025-11-06,2025-11,2025-12-12,57,21,0,5,0,0,0,0,1123,0.15,0.624,0.667,Продукты,Silver,1,email,1,1,0,0.082,0.295,0.011,вечер,iOS,1,0,6,0.767,0,5,6,7,0.579,промо,23,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,0,39,0,0,Продукты,,0,0,none,winback
u000019,2025-09-16,2025-09,2025-12-24,108,9,0,3,1,0,0,0,1969,0.073,0.446,0.484,Электроника,,0,push,1,1,1,0.152,0.074,0.051,вечер,Web,1,1,3,0.702,0,5,5,1,0.523,реактивация,56,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,25,1,0,Электроника,5.0,0,1639,none,apology_help
u000020,2025-12-11,2025-12,2025-10-23,22,71,1,0,0,0,0,0,928,0.029,0.385,0.529,Спорт,,0,push,1,1,0,0.182,0.0,0.009,день,iOS,2,0,9,1.0,0,6,4,5,0.607,реактивация,7,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,9,0,0,0,Спорт,,0,0,browse_no_cart,onboarding_nudge
u000021,2025-10-22,2025-10,2025-12-27,72,6,1,7,1,0,0,0,2274,0.161,0.423,0.552,Детские,,0,push,1,0,1,0.29,0.014,0.116,вечер,iOS,3,1,6,0.607,0,3,4,6,0.525,сервис/поддержка,19,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,7,57,1,0,Детские,4.0,0,2226,none,content_reco
u000022,2025-07-12,2025-07,2025-12-01,174,32,0,0,0,0,0,0,3879,0.039,0.197,0.211,Дом,,0,push,1,0,0,0.193,0.019,0.0,утро,Android,1,1,3,0.947,0,5,3,4,0.545,сервис/поддержка,6,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,0,0,0,Дом,,0,0,none,apology_help
u000023,2025-10-05,2025-10,2025-11-21,89,42,4,5,1,0,0,0,3461,0.043,0.382,0.449,Красота,,0,push,1,0,1,0.0,0.021,0.021,вечер,Android,1,0,7,0.942,0,0,1,6,0.538,активация,29,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,13,0,0,0,Красота,,0,0,browse_no_cart,winback
u000024,2025-06-11,2025-06,2025-12-12,205,21,2,7,1,1,1,2530,2478,0.188,0.405,0.401,Дом,Gold,0,inapp,1,0,0,0.274,0.01,0.15,ночь,Android,1,0,7,0.552,2732,9,3,3,0.566,реактивация,10,0,High,Active_NonBuyer,Not_Price_Sensitive,Retention,inapp,удержание,2,57,1,0,Дом,37.0,0,2717,none,content_reco
u000025,2025-11-11,2025-11,2025-12-14,52,19,0,6,0,0,0,0,2303,0.037,0.428,0.38,Детские,,0,email,1,1,0,0.171,0.193,0.082,день,Android,2,1,8,0.733,0,10,2,3,0.534,промо,16,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,0,34,3,0,Детские,6.0,0,1266,none,content_reco
u000026,2025-01-23,2025-01,2025-12-11,344,22,0,11,1,0,0,0,1876,0.002,0.374,0.455,Одежда,,0,inapp,1,1,1,0.341,0.348,0.178,ночь,iOS,3,0,8,0.671,0,8,4,1,0.371,промо,11,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,73,1,0,Одежда,13.0,1,1073,abandoned_cart,cart_recovery
u000027,2025-09-11,2025-09,2025-12-28,113,5,1,8,0,0,0,0,6557,0.072,0.322,0.45,Финансы,,0,sms,1,0,0,0.304,0.016,0.034,вечер,Android,1,0,0,0.582,0,6,6,1,0.519,активация,29,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,10,63,2,0,Финансы,2.0,0,4427,none,apology_help
u000028,2025-08-25,2025-08,2025-10-29,130,65,0,6,1,0,0,0,1776,0.049,0.358,0.533,Путешествия,,1,push,1,1,1,0.084,0.011,0.025,утро,Android,1,0,2,1.0,0,11,4,5,0.725,upsell,13,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Путешествия,,0,0,none,apology_help
u000029,2025-12-12,2025-12,2025-10-23,21,71,0,8,1,0,0,0,969,0.047,0.17,0.171,Красота,Silver,1,email,1,1,1,0.0,0.0,0.0,вечер,iOS,1,0,7,1.0,0,8,3,4,0.68,удержание,19,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,push,активация,4,7,0,1,Красота,,0,0,none,onboarding_nudge
u000030,2025-02-19,2025-02,2025-12-12,317,21,0,3,0,0,0,0,3040,0.062,0.328,0.337,Одежда,,0,email,1,1,1,0.117,0.164,0.103,вечер,iOS,1,0,3,0.802,0,4,4,3,0.501,активация,28,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,14,0,0,Одежда,,0,0,none,apology_help
u000031,2025-03-01,2025-03,2025-12-20,307,13,4,7,1,0,0,0,2575,0.024,0.358,0.571,Одежда,Gold,1,email,1,0,1,0.382,0.054,0.094,утро,iOS,2,0,10,0.666,0,4,5,3,0.456,upsell,14,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,3,34,0,2,Одежда,,0,0,none,content_reco
u000032,2025-06-20,2025-06,2025-10-24,196,70,0,3,0,0,0,0,1089,0.004,0.35,0.387,Финансы,,0,push,1,0,0,0.179,0.029,0.029,вечер,iOS,2,1,7,1.0,0,3,0,4,0.463,сервис/поддержка,11,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Финансы,,0,0,none,winback
u000033,2025-07-08,2025-07,2025-12-18,178,15,0,4,1,1,1,1427,1606,0.171,0.122,0.139,Красота,Gold,0,inapp,0,0,0,0.003,0.035,0.073,утро,iOS,1,0,7,0.555,1541,11,0,2,0.631,промо,15,0,High,Active_NonBuyer,Not_Price_Sensitive,Retention,inapp,удержание,0,23,2,0,Красота,12.0,0,1291,none,content_reco
u000034,2025-09-29,2025-09,2025-12-21,95,12,0,2,0,1,0,0,2193,0.072,0.83,0.992,Путешествия,Silver,0,inapp,1,0,0,0.115,0.023,0.095,вечер,Android,3,0,5,0.745,0,2,3,2,0.491,реактивация,2,0,High,Active_NonBuyer,Promo_Hunter,Promo_Driven,push,промо,0,21,1,0,Красота,17.0,0,1829,none,promo_offer
u000035,2025-07-10,2025-07,2025-11-23,176,40,0,4,1,1,0,0,1465,0.111,0.28,0.377,Электроника,Silver,1,push,0,1,0,0.019,0.0,0.026,день,Android,2,0,6,0.943,0,3,2,2,0.539,активация,16,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,email,реактивация,0,0,0,0,Электроника,,1,318,abandoned_cart,cart_recovery
u000036,2025-06-25,2025-06,2025-11-15,191,48,2,6,1,1,0,0,3310,0.021,0.264,0.337,Спорт,,0,push,1,1,0,0.203,0.006,0.0,день,Android,3,0,10,0.975,0,6,2,3,0.53,промо,6,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,39,2,0,Спорт,6.0,1,1410,abandoned_cart,cart_recovery
u000037,2025-02-21,2025-02,2025-12-14,315,19,0,6,1,0,0,0,1303,0.056,0.438,0.467,Спорт,Gold,0,email,0,1,0,0.019,0.411,0.054,день,Web,1,0,6,0.733,0,10,1,4,0.508,реактивация,20,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,0,53,0,0,Спорт,,1,350,abandoned_cart,cart_recovery
u000038,2025-12-31,2025-12,2025-12-26,2,7,2,3,0,0,0,0,1740,0.096,0.381,0.397,Продукты,,0,inapp,1,1,1,0.273,0.282,0.021,день,Android,2,2,6,0.686,0,7,1,9,0.491,реактивация,14,0,High,New_Unactivated,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,6,29,0,0,Продукты,,0,0,none,apology_help
u000039,2025-02-25,2025-02,2025-12-27,311,6,3,6,0,0,0,0,1585,0.02,0.391,0.472,Электроника,Silver,0,email,0,1,1,0.0,0.258,0.125,день,iOS,3,1,8,0.625,0,3,2,2,0.443,промо,47,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,18,44,1,0,Красота,6.0,0,969,none,content_reco
u000040,2025-09-02,2025-09,2025-12-07,122,26,0,5,1,0,0,0,2560,0.156,0.288,0.422,Финансы,Gold,1,push,1,0,0,0.258,0.01,0.054,день,Android,1,0,4,0.809,0,6,2,5,0.539,удержание,9,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,21,1,0,Финансы,5.0,1,706,abandoned_cart,cart_recovery
u000041,2025-11-17,2025-11,2025-12-22,46,11,0,10,0,1,0,0,2830,0.091,0.349,0.481,Одежда,Gold,1,push,1,0,1,0.427,0.002,0.072,ночь,iOS,3,0,6,0.597,0,10,3,7,0.592,промо,29,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,73,3,1,Одежда,22.0,1,4846,abandoned_cart,cart_recovery
u000042,2025-05-12,2025-05,2025-12-21,235,12,1,13,0,0,0,0,2558,0.15,0.295,0.257,Продукты,,1,email,0,1,0,0.022,0.472,0.127,вечер,iOS,3,2,5,0.552,0,5,2,3,0.399,промо,18,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,5,46,1,2,Продукты,21.0,0,2494,none,apology_help
u000043,2025-11-04,2025-11,2025-12-27,59,6,0,4,0,0,0,0,724,0.091,0.16,0.408,Спорт,Gold,0,email,1,1,1,0.134,0.367,0.002,утро,Android,2,0,9,0.66,0,5,1,6,0.43,upsell,32,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,1,34,0,0,Спорт,,0,0,none,content_reco
u000044,2025-05-16,2025-05,2025-12-24,231,9,0,7,1,0,0,0,2186,0.346,0.153,0.266,Спорт,Silver,0,inapp,1,0,0,0.378,0.0,0.151,ночь,iOS,3,0,4,0.632,0,7,4,7,0.579,активация,4,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,48,2,0,Спорт,14.0,0,2147,none,apology_help
u000045,2025-01-22,2025-01,2025-12-18,345,15,0,7,1,0,0,0,2598,0.153,0.266,0.404,Авто,,0,email,1,1,0,0.176,0.451,0.058,день,Android,2,0,3,0.682,0,5,4,4,0.396,удержание,26,1,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,56,3,0,Авто,9.0,0,1875,none,apology_help
u000046,2025-11-26,2025-11,2025-12-27,37,6,2,2,1,0,0,0,2768,0.072,0.468,0.61,Финансы,Silver,1,push,1,0,0,0.486,0.053,0.0,вечер,iOS,2,0,9,0.695,0,8,3,3,0.448,удержание,16,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,14,16,0,0,Финансы,,0,0,browse_no_cart,content_reco
u000047,2025-06-17,2025-06,2025-12-09,199,24,0,3,1,0,0,0,1812,0.035,0.383,0.446,Электроника,,1,email,1,1,1,0.0,0.225,0.026,день,Android,1,0,7,0.827,0,9,0,4,0.557,сервис/поддержка,16,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,26,1,0,Электроника,8.0,0,1668,none,winback
u000048,2025-10-02,2025-10,2025-12-07,92,26,2,3,1,0,0,0,2024,0.125,0.424,0.55,Дом,Silver,1,push,0,1,1,0.006,0.167,0.052,день,Android,3,2,6,0.844,0,4,5,6,0.611,сервис/поддержка,37,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,3,28,0,0,Авто,,0,0,none,apology_help
u000049,2025-03-31,2025-03,2025-07-24,277,162,0,0,1,0,0,0,1462,0.055,0.701,0.757,Финансы,Silver,1,push,1,1,0,0.153,0.183,0.028,утро,Android,1,0,8,1.0,0,3,5,3,0.479,реактивация,1,0,High,Dormant,Promo_Hunter,Reactivation,push,реактивация,0,4,0,0,Финансы,,0,0,none,winback
u000050,2025-11-13,2025-11,2025-12-14,50,19,2,3,0,0,0,0,4035,0.048,0.489,0.543,Путешествия,Silver,0,inapp,1,1,0,0.188,0.052,0.083,вечер,iOS,1,0,10,0.786,0,7,2,6,0.584,реактивация,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,22,1,0,Путешествия,11.0,1,1284,abandoned_cart,cart_recovery
u000051,2025-01-15,2025-01,2025-12-23,352,10,4,7,0,0,0,0,955,0.045,0.309,0.419,Финансы,,0,push,1,0,0,0.335,0.007,0.07,день,iOS,2,0,7,0.641,0,5,1,5,0.477,активация,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,19,42,0,0,Финансы,,0,0,browse_no_cart,content_reco
u000052,2025-08-31,2025-08,2025-12-24,124,9,0,7,0,0,0,0,2562,0.139,0.197,0.272,Детские,Gold,1,push,0,0,1,0.0,0.044,0.035,утро,iOS,2,0,8,0.632,0,4,4,5,0.629,промо,16,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,43,0,0,Детские,,0,0,none,content_reco
u000053,2025-09-23,2025-09,2025-11-23,101,40,0,0,0,1,0,0,1156,0.091,0.58,0.577,Продукты,,0,email,1,0,1,0.0,0.019,0.003,день,Android,2,0,7,1.0,0,2,6,2,0.589,промо,20,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,3,3,0,0,Продукты,,0,0,none,winback
u000054,2025-12-13,2025-12,2025-12-20,20,13,0,4,0,0,0,0,1535,0.086,0.323,0.436,Одежда,Silver,0,push,1,0,0,0.197,0.045,0.061,день,Android,2,1,6,0.718,0,4,3,4,0.517,промо,13,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,3,20,0,1,Одежда,,0,0,none,onboarding_nudge
u000055,2025-02-23,2025-02,2025-12-24,313,9,2,11,1,1,0,0,1955,0.053,0.746,0.797,Дом,,0,push,0,1,0,0.012,0.5,0.136,вечер,Android,2,0,10,0.562,0,7,3,9,0.542,промо,19,0,High,Active_NonBuyer,Promo_Hunter,Promo_Driven,email,промо,13,89,0,2,Дом,,1,738,abandoned_cart,cart_recovery
u000056,2025-12-07,2025-12,2025-12-28,26,5,4,5,0,0,0,0,670,0.053,0.246,0.38,Электроника,,0,push,1,1,1,0.367,0.285,0.024,утро,Android,1,2,8,0.634,0,4,2,6,0.369,активация,17,1,High,New_NoPurchase,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,17,27,1,0,Электроника,9.0,1,300,abandoned_cart,cart_recovery
u000057,2025-04-03,2025-04,2025-12-20,274,13,0,10,1,0,0,0,929,0.112,0.499,0.688,Продукты,,0,push,1,0,1,0.424,0.039,0.068,ночь,Android,2,0,5,0.613,0,9,1,2,0.445,сервис/поддержка,18,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,10,79,3,0,Продукты,15.0,0,1032,none,content_reco
u000058,2025-09-22,2025-09,2025-12-08,102,25,0,2,1,0,0,0,828,0.241,0.37,0.489,Путешествия,,0,push,1,1,1,0.078,0.073,0.032,вечер,Android,1,2,5,0.853,0,9,2,4,0.62,промо,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,12,1,0,Путешествия,11.0,0,806,none,apology_help
u000059,2025-02-05,2025-02,2025-11-13,331,50,0,6,1,0,0,0,2526,0.021,0.649,0.673,Электроника,,0,email,1,1,0,0.064,0.372,0.0,день,iOS,2,1,6,0.992,0,5,4,5,0.489,промо,13,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Электроника,,0,0,none,winback
u000060,2025-07-26,2025-07,2025-12-14,160,19,1,7,1,1,1,3551,3509,0.122,0.286,0.41,Дом,,0,email,1,1,0,0.137,0.326,0.044,утро,Android,3,0,6,0.536,3551,6,4,2,0.445,удержание,5,0,High,Active_NonBuyer,Not_Price_Sensitive,Retention,email,удержание,0,36,3,1,Дом,2.0,1,3656,abandoned_cart,cart_recovery
u000061,2025-03-23,2025-03,2025-12-24,285,9,5,6,0,0,0,0,831,0.076,0.339,0.618,Продукты,,0,inapp,1,1,0,0.277,0.123,0.163,вечер,Android,2,0,7,0.65,0,10,2,5,0.553,промо,4,1,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,inapp,активация,32,34,0,1,Детские,,0,0,browse_no_cart,content_reco
u000062,2025-02-20,2025-02,2025-09-10,316,114,0,7,0,0,0,0,1812,0.081,0.408,0.408,Продукты,,0,push,1,0,1,0.194,0.009,0.0,утро,iOS,2,1,6,1.0,0,8,5,4,0.632,сервис/поддержка,18,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,1,37,1,1,Продукты,26.0,0,1265,none,winback
u000063,2025-12-27,2025-12,2025-12-26,6,7,2,4,1,0,0,0,2324,0.268,0.577,0.778,Одежда,Gold,1,inapp,1,1,0,0.129,0.297,0.12,утро,Android,2,0,2,0.668,0,7,2,1,0.426,активация,50,1,High,New_NoPurchase,Promo_Hunter,Service_Recovery,email,сервис/поддержка,10,30,1,0,Одежда,12.0,0,2788,none,apology_help
u000064,2025-01-03,2025-01,2025-10-20,364,74,0,10,1,0,0,0,2319,0.058,0.423,0.543,Электроника,Silver,0,push,1,0,1,0.098,0.02,0.01,вечер,Android,3,0,6,1.0,0,7,7,3,0.666,реактивация,10,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,1,0,0,0,Электроника,,0,0,none,winback
u000065,2025-02-24,2025-02,2025-11-24,312,39,0,4,1,0,0,0,6031,0.077,0.21,0.335,Путешествия,,0,email,1,0,0,0.178,0.008,0.017,утро,Android,1,0,6,0.935,0,5,3,0,0.489,промо,44,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,9,0,1,Спорт,,0,0,none,winback
u000066,2025-04-17,2025-04,2025-12-23,260,10,0,4,0,0,0,0,2174,0.045,0.25,0.34,Электроника,Platinum,1,push,1,0,0,0.263,0.005,0.064,вечер,iOS,2,0,5,0.693,0,7,4,3,0.556,реактивация,57,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,38,1,0,Электроника,20.0,1,1196,abandoned_cart,cart_recovery
u000067,2025-09-18,2025-09,2025-12-27,106,6,1,5,1,0,0,0,1199,0.121,0.544,0.58,Одежда,Silver,0,inapp,1,1,1,0.202,0.188,0.095,день,Web,2,0,4,0.642,0,8,2,3,0.491,реактивация,5,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,7,35,2,1,Одежда,7.0,0,925,none,apology_help
u000068,2025-11-07,2025-11,2025-12-31,56,2,1,10,0,0,0,0,3016,0.029,0.436,0.385,Финансы,Silver,0,push,1,0,0,0.677,0.032,0.091,утро,Android,2,1,5,0.522,0,10,3,4,0.43,upsell,16,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,12,79,3,0,Финансы,18.0,0,3025,none,content_reco
u000069,2025-07-11,2025-07,2025-12-27,175,6,2,7,1,0,0,0,4794,0.049,0.15,0.291,Дом,Gold,0,email,1,0,0,0.378,0.011,0.072,вечер,iOS,1,1,5,0.607,0,6,1,6,0.491,реактивация,12,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,16,59,1,0,Детские,24.0,0,3664,none,content_reco
