user_id,signup_date,cohort_month,last_activity_date,days_since_signup,days_since_last_activity,sessions_7d,sessions_30d,onboarding_completed,first_purchase_done,purchase_count_90d,gmv_90d_rub,aov_rub,refund_rate_90d,promo_share_90d,price_sensitivity,category_affinity_top,loyalty_level,has_subscription,preferred_channel,push_opt_in,email_opt_in,sms_opt_in,push_open_rate_90d,email_open_rate_90d,click_rate_90d,send_time_pref,device,city_tier,support_tickets_90d,nps_last,churn_risk,ltv_proxy,push_sent_30d,email_sent_30d,inapp_shown_30d,channel_fatigue_score,last_campaign_type,days_since_last_campaign,crm_conversions_90d,true_value_tier,true_lifecycle_stage,true_price_segment,true_segment_label,true_recommended_channel,true_next_goal,product_views_7d,product_views_30d,add_to_cart_30d,wishlist_items,last_view_category,days_since_last_cart_add,abandoned_cart_flag,cart_value_rub,true_trigger_event,true_nba_action
u000011,2025-11-28,2025-11,2025-12-20,35,13,0,2,0,0,0,0,2156,0.039,0.284,0.349,Продукты,,0,push,1,0,0,0.236,0.032,0.024,день,Android,3,0,9,0.753,0,9,1,5,0.573,сервис/поддержка,39,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,22,0,0,Детские,,1,928,abandoned_cart,cart_recovery
u000012,2025-03-30,2025-03,2025-12-07,278,26,4,4,1,0,0,0,2525,0.218,0.283,0.488,Авто,Gold,1,push,1,1,0,0.169,0.347,0.072,утро,Android,2,1,4,0.827,0,4,1,2,0.34,реактивация,35,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,18,30,3,0,Авто,9.0,1,3551,abandoned_cart,cart_recovery
u000013,2025-04-11,2025-04,2025-12-25,266,8,3,4,1,1,2,6416,3097,0.032,0.191,0.262,Продукты,Platinum,1,push,1,0,0,0.373,0.025,0.055,день,iOS,3,0,4,0.497,8116,10,0,5,0.521,удержание,4,0,VIP,Active_Buyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,3,28,0,0,Продукты,,0,0,none,apology_help
u000014,2025-12-27,2025-12,2025-12-30,6,3,0,6,0,0,0,0,2883,0.063,0.238,0.387,Красота,,0,push,1,0,1,0.479,0.019,0.039,день,Android,1,0,4,0.6,0,2,3,7,0.431,промо,14,0,High,New_Unactivated,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,3,25,1,0,Красота,19.0,1,1092,abandoned_cart,cart_recovery
u000015,2025-06-02,2025-06,2025-11-24,214,39,0,8,1,0,0,0,1213,0.053,0.288,0.537,Электроника,,0,push,1,1,0,0.228,0.125,0.012,вечер,iOS,2,0,7,0.865,0,12,4,4,0.622,промо,3,1,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,22,0,1,Электроника,,1,603,abandoned_cart,cart_recovery
u000016,2025-05-12,2025-05,2025-12-17,235,16,0,3,1,0,0,0,2074,0.008,0.235,0.324,Красота,Gold,0,push,1,1,0,0.228,0.133,0.033,день,Android,2,0,10,0.761,0,5,2,4,0.469,активация,14,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,29,1,0,Красота,18.0,0,1610,none,winback
u000017,2025-05-31,2025-05,2025-11-21,216,42,0,1,1,0,0,0,1887,0.029,0.667,0.78,Одежда,Gold,1,inapp,1,1,1,0.0,0.0,0.011,вечер,Android,3,1,4,1.0,0,2,4,6,0.63,сервис/поддержка,9,0,High,Active_NonBuyer,Promo_Hunter,Service_Recovery,email,сервис/поддержка,0,0,0,0,Финансы,,0,0,none,apology_help
u000018,2025-11-06,2025-11,2025-12-12,57,21,0,5,0,0,0,0,1123,0.15,0.624,0.667,Продукты,Silver,1,email,1,1,0,0.082,0.295,0.011,вечер,iOS,1,0,6,0.767,0,5,6,7,0.579,промо,23,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,0,39,0,0,Продукты,,0,0,none,winback
u000019,2025-09-16,2025-09,2025-12-24,108,9,0,3,1,0,0,0,1969,0.073,0.446,0.484,Электроника,,0,push,1,1,1,0.152,0.074,0.051,вечер,Web,1,1,3,0.702,0,5,5,1,0.523,реактивация,56,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,25,1,0,Электроника,5.0,0,1639,none,apology_help
u000020,2025-12-11,2025-12,2025-10-23,22,71,1,0,0,0,0,0,928,0.029,0.385,0.529,Спорт,,0,push,1,1,0,0.182,0.0,0.009,день,iOS,2,0,9,1.0,0,6,4,5,0.607,реактивация,7,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,9,0,0,0,Спорт,,0,0,browse_no_cart,onboarding_nudge
